name,wins,losses,draws,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,total_fights,age,win_percentage
Adam Fugitt,9,4,0.0,"6'1""",170lbs.,"77""",Southpaw,"Jan12,1989",4.3,54%,5.13,48%,3.43,33%,50%,0.0,06-15-2023,06-10-2023,13.0,35.0,0.6923076923076923
Pascal Krauss,11,2,0.0,"6'1""",170lbs.,--,Orthodox,"Apr19,1987",5.45,47%,3.88,59%,1.53,50%,60%,0.9,06-15-2023,08-31-2013,13.0,37.0,0.8461538461538461
Isao Kobayashi,21,4,4.0,"5'8""",145lbs.,--,,"Oct28,1988",1.01,33%,1.66,45%,2.17,100%,100%,0.0,06-15-2023,,29.0,36.0,0.7241379310344828
Brandon Saling,8,6,0.0,"5'10""",170lbs.,--,,"Jan28,1986",2.88,40%,6.08,20%,0.0,0%,57%,0.0,06-15-2023,03-03-2012,14.0,38.0,0.5714285714285714
Jon Manley,9,4,0.0,"6'1""",170lbs.,--,Orthodox,"Jul07,1986",1.13,20%,4.33,45%,1.0,7%,20%,0.0,06-15-2023,02-23-2013,13.0,38.0,0.6923076923076923
Eliot Marshall,10,4,0.0,"6'2""",205lbs.,"77""",Orthodox,"Jul07,1980",1.93,27%,2.39,67%,0.47,33%,79%,0.9,06-15-2023,10-29-2011,14.0,44.0,0.7142857142857143
Mariya Agapova,10,4,0.0,"5'6""",125lbs.,"68""",Southpaw,"Apr07,1997",4.67,55%,3.82,52%,0.59,66%,47%,0.9,06-15-2023,09-17-2022,14.0,27.0,0.7142857142857143
Farid Basharat,10,0,0.0,"5'8""",135lbs.,"71""",Orthodox,"Aug02,1997",5.8,63%,2.43,60%,3.0,60%,83%,0.0,06-15-2023,03-04-2023,10.0,27.0,1.0
Sumit Kumar,8,1,0.0,"5'5""",125lbs.,"66""",Orthodox,"Sep09,2000",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-27-2023,9.0,24.0,0.8888888888888888
Frank Gomez,10,6,0.0,"5'10""",135lbs.,"67""",Orthodox,"Mar31,1986",1.52,48%,0.79,66%,1.14,60%,70%,0.8,06-15-2023,06-20-2010,16.0,38.0,0.625
Eric Castile,3,2,0.0,"5'8""",145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-13-2008,5.0,,0.6
Cale Yarbrough,8,3,0.0,"6'1""",185lbs.,--,Orthodox,"Dec27,1986",3.16,27%,10.0,72%,0.0,0%,0%,0.0,06-15-2023,04-17-2010,11.0,37.0,0.7272727272727273
John Gunderson,35,16,2.0,"5'9""",155lbs.,"69""",Orthodox,"Jan05,1979",1.04,27%,1.71,58%,1.67,33%,11%,2.0,06-15-2023,09-15-2010,53.0,45.0,0.660377358490566
Chris Coggins,7,10,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,17.0,,0.4117647058823529
Eric Shelton,12,6,0.0,"5'6""",125lbs.,"68""",Orthodox,"Feb02,1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2,06-15-2023,03-23-2019,18.0,33.0,0.6666666666666666
Omar Morales,11,4,0.0,"5'11""",155lbs.,"73""",Orthodox,"Oct17,1985",3.42,40%,3.18,58%,0.46,100%,63%,0.0,06-15-2023,03-18-2023,15.0,39.0,0.7333333333333333
Megan Anderson,11,5,0.0,"6'0""",145lbs.,"72""",Orthodox,"Feb11,1990",1.76,46%,3.35,37%,0.52,25%,53%,0.5,06-15-2023,03-06-2021,16.0,34.0,0.6875
Alexandre Pantoja,25,5,0.0,"5'5""",125lbs.,"67""",Orthodox,"Apr16,1990",4.25,48%,3.38,54%,1.37,40%,67%,1.2,06-15-2023,,30.0,34.0,0.8333333333333334
Alberto Montes,4,0,0.0,"5'7""",135lbs.,--,,"May31,1994",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,4.0,30.0,1.0
Edson Silva,14,12,0.0,--,205lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0.0,0%,0%,0.0,06-15-2023,12-18-2003,26.0,,0.5384615384615384
Thomas Denny,27,21,1.0,"5'10""",170lbs.,--,Orthodox,"Apr19,1971",2.36,45%,4.69,40%,1.48,17%,42%,1.5,06-15-2023,07-26-2008,49.0,53.0,0.5510204081632653
Laureano Staropoli,9,5,0.0,"6'1""",185lbs.,"71""",Orthodox,"Feb27,1993",3.31,34%,3.73,54%,0.83,26%,48%,0.0,06-15-2023,10-23-2021,14.0,31.0,0.6428571428571429
Rongzhu,23,5,0.0,"5'9""",155lbs.,"72""",Orthodox,"Mar07,2000",4.27,47%,6.38,44%,3.64,62%,100%,0.0,06-15-2023,05-28-2023,28.0,24.0,0.8214285714285714
Linton Vassell,18,5,0.0,"6'4""",205lbs.,--,,"Jun03,1983",3.39,37%,2.13,54%,2.46,50%,50%,0.0,06-15-2023,,23.0,41.0,0.782608695652174
Dustin Hazelett,12,7,0.0,"6'1""",170lbs.,"76""",Orthodox,"Apr29,1986",2.24,40%,3.51,46%,0.55,50%,25%,4.1,06-15-2023,12-11-2010,19.0,38.0,0.631578947368421
Elaina Maxwell,7,4,0.0,"5'8""",145lbs.,--,Orthodox,"Dec16,1978",2.07,60%,2.4,53%,0.0,0%,50%,1.0,06-15-2023,06-27-2008,11.0,45.0,0.6363636363636364
Bristol Marunde,16,10,0.0,"6'1""",170lbs.,"75""",Orthodox,"Apr20,1982",1.42,21%,4.4,47%,1.6,33%,14%,0.0,06-15-2023,08-03-2013,26.0,42.0,0.6153846153846154
Darren Stewart,12,8,0.0,"6'0""",205lbs.,"74""",Orthodox,"Dec30,1990",3.05,45%,3.29,48%,1.75,45%,67%,0.1,06-15-2023,08-28-2021,20.0,33.0,0.6
Daisuke Nakamura,28,19,1.0,"5'7""",154lbs.,--,Orthodox,"Jun10,1980",0.94,30%,1.38,61%,0.46,40%,30%,3.6,06-15-2023,05-29-2011,48.0,44.0,0.5833333333333334
Valesca Machado,8,3,0.0,"5'4""",115lbs.,"63""",Orthodox,"May06,1996",2.4,32%,2.87,64%,0.0,0%,76%,0.0,06-15-2023,10-19-2021,11.0,28.0,0.7272727272727273
Azamat Gashimov,8,3,0.0,"5'6""",125lbs.,--,Orthodox,"Apr07,1990",1.24,21%,4.75,53%,1.69,25%,0%,0.0,06-15-2023,05-18-2013,11.0,34.0,0.7272727272727273
Donnie Liles,17,7,0.0,"5'9""",170lbs.,--,Orthodox,--,2.25,41%,1.75,65%,2.5,28%,0%,1.2,06-15-2023,10-03-2008,24.0,,0.7083333333333334
Dimitiri Wanderley,5,2,0.0,--,205lbs.,--,Orthodox,--,0.92,25%,4.31,30%,1.16,20%,0%,0.0,06-15-2023,04-29-2006,7.0,,0.7142857142857143
Wanderlei Silva,35,13,0.0,"5'11""",205lbs.,"74""",Orthodox,"Jul03,1976",2.79,40%,2.19,60%,0.97,53%,62%,0.6,06-15-2023,03-02-2013,48.0,48.0,0.7291666666666666
Rodrigo Damm,13,9,0.0,"5'7""",155lbs.,"71""",Orthodox,"Feb03,1980",3.5,36%,5.61,57%,0.44,16%,80%,0.3,06-15-2023,01-03-2015,22.0,44.0,0.5909090909090909
Ji Yeon Kim,9,7,2.0,"5'7""",125lbs.,"72""",Orthodox,"Oct18,1989",5.37,36%,5.41,56%,0.0,0%,50%,0.1,06-15-2023,05-13-2023,18.0,35.0,0.5
Carlos Barreto,14,9,0.0,"6'4""",230lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-04-2000,23.0,,0.6086956521739131
Chris Manuel,9,7,2.0,"5'9""",135lbs.,--,Orthodox,"Jul21,1987",2.53,40%,2.67,66%,1.0,20%,100%,0.0,06-15-2023,03-26-2008,18.0,37.0,0.5
Darrel Gholar,5,6,0.0,"5'8""",194lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-08-1999,11.0,,0.45454545454545453
Nobuhiko Takada,2,6,2.0,"6'0""",220lbs.,--,Southpaw,"Apr12,1962",0.31,24%,1.92,39%,1.15,20%,0%,0.0,06-15-2023,11-24-2002,10.0,62.0,0.2
Pat Benson,3,5,3.0,"5'9""",155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-06-2009,11.0,,0.2727272727272727
TJ Grant,21,5,0.0,"5'10""",155lbs.,"72""",Orthodox,"Feb26,1984",3.95,54%,3.21,56%,1.63,43%,36%,0.6,06-15-2023,05-25-2013,26.0,40.0,0.8076923076923077
Sangwook Kim,8,2,0.0,"6'0""",155lbs.,"72""",Orthodox,"Oct17,1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-28-2023,10.0,31.0,0.8
John Kuhner,1,2,0.0,--,170lbs.,--,,"Oct12,1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-05-2011,3.0,42.0,0.3333333333333333
Matheus Scheffel,14,7,0.0,"6'2""",205lbs.,"75""",Orthodox,"Nov04,1992",1.33,36%,3.0,47%,0.0,0%,100%,0.0,06-15-2023,08-31-2021,21.0,32.0,0.6666666666666666
Natan Levy,8,1,0.0,"5'9""",155lbs.,"71""",Southpaw,"Sep30,1991",4.01,51%,3.52,58%,5.37,57%,41%,0.5,06-15-2023,12-03-2022,9.0,33.0,0.8888888888888888
Jerron Peoples,4,3,0.0,"6'0""",170lbs.,--,,"May04,1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,12-17-2011,7.0,42.0,0.5714285714285714
Harold Howard,1,3,0.0,"6'2""",240lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-08-1995,4.0,,0.25
Alex Garcia,15,6,0.0,"5'9""",170lbs.,"72""",Orthodox,"Jul14,1987",1.81,31%,3.03,59%,3.72,52%,66%,0.1,06-15-2023,10-27-2018,21.0,37.0,0.7142857142857143
Erick Gonzalez,14,8,0.0,"5'11""",155lbs.,"75""",Orthodox,"Jan20,1992",2.4,36%,8.08,40%,6.0,55%,50%,0.0,06-15-2023,02-25-2023,22.0,32.0,0.6363636363636364
Ray Sloan,8,1,0.0,"6'1""",205lbs.,--,,"Jul14,1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,9.0,39.0,0.8888888888888888
Lu Kai,8,5,0.0,"5'9""",145lbs.,"69""",Orthodox,"Mar01,1994",3.9,48%,3.8,61%,2.93,66%,100%,2.9,06-15-2023,05-27-2023,13.0,30.0,0.6153846153846154
Carlos Felipe,11,2,0.0,"6'0""",245lbs.,"75""",Orthodox,"Jan12,1995",4.88,45%,5.6,50%,0.0,0%,72%,0.0,06-15-2023,10-16-2021,13.0,29.0,0.8461538461538461
Iony Razafiarison,2,1,0.0,"5'3""",145lbs.,--,,"Dec23,1984",1.2,42%,1.4,53%,2.0,50%,75%,0.0,06-15-2023,,3.0,39.0,0.6666666666666666
Chi Lewis-Parry,7,0,0.0,"6'9""",243lbs.,--,,"Aug10,1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,7.0,41.0,1.0
Joe Benoit,11,4,0.0,"5'9""",170lbs.,--,Orthodox,"Mar12,1982",0.0,0%,0.0,100%,0.0,0%,0%,0.0,06-15-2023,09-05-2007,15.0,42.0,0.7333333333333333
Rafael Silva,28,6,0.0,"5'7""",135lbs.,--,,"Mar20,1985",0.67,50%,0.73,67%,0.0,0%,25%,1.0,06-15-2023,,34.0,39.0,0.8235294117647058
Carl Malenko,6,4,0.0,"5'11""",200lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-21-1999,10.0,,0.6
Maka Watson,4,2,0.0,--,155lbs.,--,,"Sep22,1984",0.93,37%,1.6,22%,2.0,100%,33%,0.0,06-15-2023,09-23-2011,6.0,40.0,0.6666666666666666
Antonio Schembri,5,5,0.0,"5'9""",205lbs.,--,Orthodox,"Jun01,1974",0.72,26%,2.12,55%,1.31,40%,0%,0.4,06-15-2023,05-22-2005,10.0,50.0,0.5
Bryan Barberena,18,10,0.0,"6'0""",170lbs.,"72""",Southpaw,"May03,1989",5.81,48%,4.83,44%,0.15,25%,54%,0.3,06-15-2023,,28.0,35.0,0.6428571428571429
Nate James,14,8,1.0,"6'0""",185lbs.,--,,"May29,1978",1.33,42%,2.67,28%,0.0,0%,44%,0.0,06-15-2023,11-18-2011,23.0,46.0,0.6086956521739131
Joe Proctor,11,5,0.0,"5'10""",155lbs.,"72""",Orthodox,"Aug10,1985",3.39,36%,3.93,59%,0.0,0%,70%,1.8,06-15-2023,04-22-2017,16.0,39.0,0.6875
Zachary Micklewright,15,3,0.0,"6'0""",155lbs.,"74""",Southpaw,"Aug21,1976",5.56,53%,4.72,54%,0.7,12%,100%,0.0,06-15-2023,11-11-2010,18.0,48.0,0.8333333333333334
Teddy Ash,14,5,0.0,"6'1""",185lbs.,"73""",Switch,"Dec27,1989",7.27,61%,6.8,28%,0.0,0%,100%,0.0,06-15-2023,08-27-2019,19.0,34.0,0.7368421052631579
Chuck Liddell,21,8,0.0,"6'2""",205lbs.,"76""",Orthodox,"Dec17,1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0,06-15-2023,06-12-2010,29.0,54.0,0.7241379310344828
Luana Pinheiro,11,1,0.0,"5'2""",115lbs.,"62""",Orthodox,"Nov18,1992",3.86,39%,3.67,63%,2.83,50%,50%,0.4,06-15-2023,04-08-2023,12.0,32.0,0.9166666666666666
Piotr Hallmann,18,6,0.0,"5'9""",155lbs.,"71""",Orthodox,"Aug25,1987",3.98,45%,3.17,58%,2.55,44%,70%,0.4,06-15-2023,11-07-2015,24.0,37.0,0.75
Talita Nogueira,6,0,0.0,"5'10""",145lbs.,--,,"Oct13,1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,6.0,39.0,1.0
Miles McDonald,2,1,0.0,"5'7""",115lbs.,--,,"Aug13,1991",5.1,45%,4.0,43%,0.0,0%,100%,1.0,06-15-2023,,3.0,33.0,0.6666666666666666
Denis Stojnic,13,3,0.0,"6'0""",245lbs.,--,Orthodox,"Feb02,1980",1.51,23%,6.06,36%,0.0,0%,80%,1.0,06-15-2023,06-13-2009,16.0,44.0,0.8125
Tony Johnson,11,3,0.0,"6'1""",265lbs.,--,,--,2.0,53%,4.73,31%,2.0,22%,0%,0.0,06-15-2023,,14.0,,0.7857142857142857
Shuya Kamikubo,13,1,1.0,"5'5""",135lbs.,"68""",Switch,"Apr12,1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-28-2023,15.0,31.0,0.8666666666666667
Gian Siqueira,19,5,0.0,"6'1""",170lbs.,"74""",Orthodox,"Jun23,1994",0.8,100%,3.41,19%,0.0,0%,0%,0.0,06-15-2023,10-23-2022,24.0,30.0,0.7916666666666666
Eric Irvin,11,4,0.0,"5'8""",155lbs.,--,,"Jan10,1986",3.27,42%,4.47,36%,4.0,30%,33%,0.0,06-15-2023,,15.0,38.0,0.7333333333333333
Jeremy  Freitag,6,10,0.0,"6'1""",205lbs.,--,,--,0.0,0%,8.37,19%,0.0,0%,33%,1.9,06-15-2023,08-17-2006,16.0,,0.375
Alonzo Menifield,13,3,1.0,"6'0""",205lbs.,"76""",Orthodox,"Oct18,1987",3.88,57%,3.04,52%,0.67,30%,75%,0.2,06-15-2023,,17.0,37.0,0.7647058823529411
Melissa Gatto,8,1,2.0,"5'5""",125lbs.,"69""",Orthodox,"May02,1996",3.27,51%,2.6,53%,1.68,33%,70%,0.4,06-15-2023,,11.0,28.0,0.7272727272727273
Yoshiro Maeda,35,16,5.0,"5'7""",139lbs.,"68""",Southpaw,"Oct31,1981",2.36,33%,2.55,63%,2.93,51%,50%,0.7,06-15-2023,12-31-2012,56.0,43.0,0.625
Aaron Miller,14,10,0.0,"5'9""",145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,24.0,,0.5833333333333334
Rodrigo de Lima,8,3,1.0,"5'7""",155lbs.,--,Orthodox,"Mar12,1991",1.29,33%,5.5,32%,2.66,36%,0%,1.3,06-15-2023,02-14-2015,12.0,33.0,0.6666666666666666
Masakazu Imanari,36,16,2.0,"5'4""",139lbs.,--,Southpaw,"Feb10,1976",0.55,30%,1.74,57%,0.0,0%,0%,2.1,06-15-2023,12-31-2011,54.0,48.0,0.6666666666666666
Ray Borg,13,5,0.0,"5'4""",135lbs.,"63""",Orthodox,"Aug04,1993",1.52,52%,1.93,48%,3.89,50%,46%,1.0,06-15-2023,05-13-2020,18.0,31.0,0.7222222222222222
Joe Soto,18,7,0.0,"5'6""",135lbs.,"65""",Orthodox,"Mar22,1987",3.36,41%,5.37,67%,0.85,21%,70%,1.9,06-15-2023,02-03-2018,25.0,37.0,0.72
Emiliano Linares,8,2,0.0,"5'8""",145lbs.,"72""",Orthodox,"Apr21,1997",1.17,28%,3.59,26%,0.0,0%,33%,0.0,06-15-2023,09-27-2022,10.0,27.0,0.8
Fernando Bettega,7,5,0.0,--,170lbs.,--,,"Mar10,1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,12-04-2010,12.0,44.0,0.5833333333333334
Melsik Baghdasaryan,7,2,0.0,"5'9""",145lbs.,"70""",Southpaw,"Jan28,1992",5.63,61%,3.28,55%,0.0,0%,76%,0.0,06-15-2023,02-11-2023,9.0,32.0,0.7777777777777778
Carlston Harris,18,5,0.0,"6'0""",170lbs.,"76""",Orthodox,"Jul09,1987",4.14,52%,2.88,50%,3.04,31%,75%,0.6,06-15-2023,03-11-2023,23.0,37.0,0.782608695652174
Muin Gafurov,18,5,0.0,"5'7""",135lbs.,"68""",Southpaw,"May17,1996",3.07,41%,2.9,47%,2.5,27%,62%,0.0,06-15-2023,06-03-2023,23.0,28.0,0.782608695652174
Andre Roberts,14,2,1.0,"6'2""",345lbs.,--,Orthodox,"Feb24,1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-16-1999,17.0,59.0,0.8235294117647058
Jamie Varner,21,11,0.0,"5'8""",155lbs.,"71""",Orthodox,"Oct12,1984",2.92,34%,2.55,58%,3.49,53%,66%,0.8,06-15-2023,12-13-2014,32.0,40.0,0.65625
Chris Wilson,18,10,0.0,"6'1""",170lbs.,"75""",Orthodox,"Jun07,1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6,06-15-2023,09-16-2009,28.0,47.0,0.6428571428571429
Josh Thomson,22,9,0.0,"5'10""",155lbs.,"71""",Orthodox,"Sep21,1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3,06-15-2023,07-15-2015,31.0,46.0,0.7096774193548387
Muhammed Lawal,21,6,0.0,"6'0""",205lbs.,"78""",Southpaw,"Jan11,1981",3.79,52%,1.61,66%,5.96,75%,87%,0.0,06-15-2023,01-07-2012,27.0,43.0,0.7777777777777778
Isaac Dulgarian,5,0,0.0,"5'7""",145lbs.,--,Orthodox,"Jul04,1996",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,5.0,28.0,1.0
Demetrius Gioulacos,0,1,0.0,"5'11""",185lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,1.0,,0.0
Ross Ebanez,20,10,0.0,"5'9""",154lbs.,--,Southpaw,"May18,1975",0.74,50%,0.74,62%,3.7,100%,0%,0.0,06-15-2023,03-08-2009,30.0,49.0,0.6666666666666666
Art Jimmerson,0,1,0.0,"6'1""",196lbs.,--,Orthodox,"Aug04,1963",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-12-1993,1.0,61.0,0.0
Takeshi Inoue,23,10,0.0,"5'8""",145lbs.,--,,"Mar18,1980",2.54,44%,3.32,61%,0.0,0%,47%,0.0,06-15-2023,12-31-2011,33.0,44.0,0.696969696969697
Ryan Hayes,7,6,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,13.0,,0.5384615384615384
Wallen Del Rosario,8,2,0.0,"5'4""",125lbs.,"67""",Orthodox,"Mar18,1993",1.4,32%,4.73,40%,1.0,16%,100%,0.0,06-15-2023,06-09-2022,10.0,31.0,0.8
Caio Bittencourt,14,7,0.0,"6'0""",185lbs.,"75""",Orthodox,"May22,1991",0.29,16%,0.57,33%,0.0,0%,0%,0.0,06-15-2023,09-14-2021,21.0,33.0,0.6666666666666666
Danny Downes,8,3,0.0,"6'0""",155lbs.,"72""",Orthodox,"Apr08,1986",1.66,34%,3.53,37%,0.0,0%,37%,0.5,06-15-2023,10-29-2011,11.0,38.0,0.7272727272727273
Michael Page,12,0,0.0,"6'2""",170lbs.,--,,"Apr07,1987",4.53,76%,0.45,77%,3.4,100%,100%,0.0,06-15-2023,,12.0,37.0,1.0
Ryan Spann,21,8,0.0,"6'5""",205lbs.,"79""",Orthodox,"Aug24,1991",3.28,44%,3.32,48%,1.64,37%,45%,1.9,06-15-2023,03-11-2023,29.0,33.0,0.7241379310344828
Sean Daugherty,0,2,0.0,"6'0""",175lbs.,--,,"Dec04,1975",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-11-1994,2.0,49.0,0.0
SeungWoo Choi,10,6,0.0,"6'0""",145lbs.,"74""",Orthodox,"Nov03,1992",3.43,37%,3.19,45%,0.85,50%,66%,0.0,06-15-2023,11-12-2022,16.0,32.0,0.625
Ilya Kotau,1,2,0.0,--,170lbs.,--,,--,3.94,40%,4.38,44%,6.57,100%,100%,6.6,06-15-2023,,3.0,,0.3333333333333333
Kyle Bradley,19,12,0.0,"5'9""",155lbs.,"71""",Orthodox,"Aug19,1982",1.99,40%,3.45,58%,0.65,50%,40%,0.0,06-15-2023,01-11-2010,31.0,42.0,0.6129032258064516
Joel Sutton,2,4,1.0,"5'11""",205lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-08-1995,7.0,,0.2857142857142857
Roger Gracie,8,2,0.0,"6'4""",185lbs.,"79""",Orthodox,"Sep26,1981",1.78,35%,1.79,61%,1.87,53%,60%,1.9,06-15-2023,07-06-2013,10.0,43.0,0.8
Sasha Palatnikov,6,4,0.0,"6'1""",170lbs.,"72""",Switch,"Mar15,1989",6.69,53%,5.44,52%,0.72,100%,70%,0.0,06-15-2023,08-21-2021,10.0,35.0,0.6
Orlando Wiet,1,5,0.0,"5'10""",170lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-11-1994,6.0,,0.16666666666666666
Sidney Silva,8,4,0.0,"6'3""",170lbs.,--,Southpaw,"Feb27,1972",2.86,65%,3.3,34%,3.3,100%,0%,0.0,06-15-2023,05-12-2007,12.0,52.0,0.6666666666666666
Danny Roberts,18,7,0.0,"6'1""",170lbs.,"74""",Southpaw,"Jul14,1987",3.08,40%,3.5,51%,0.26,10%,57%,0.3,06-15-2023,,25.0,37.0,0.72
Kevin Burns,12,7,0.0,"5'10""",170lbs.,"74""",Orthodox,"Mar03,1980",2.74,38%,4.3,52%,0.28,50%,47%,0.8,06-15-2023,12-12-2009,19.0,44.0,0.631578947368421
Gabriella Fernandes,8,2,0.0,"5'6""",125lbs.,"66""",Southpaw,"Aug13,1993",1.73,46%,1.6,55%,0.0,0%,50%,0.0,06-15-2023,,10.0,31.0,0.8
Dean Barry,4,2,0.0,"5'10""",170lbs.,"72""",Orthodox,"Jul03,1992",9.31,40%,4.66,51%,0.0,0%,100%,0.0,06-15-2023,04-23-2022,6.0,32.0,0.6666666666666666
Gabriel Miglioli,9,9,0.0,"5'8""",170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,18.0,,0.5
Jason Day,19,12,0.0,"6'0""",185lbs.,"72""",Orthodox,"May19,1981",3.61,54%,3.46,47%,1.13,100%,0%,0.0,06-15-2023,03-07-2009,31.0,43.0,0.6129032258064516
Kurt Holobaugh,17,7,0.0,"5'11""",155lbs.,"70""",Orthodox,"Sep08,1986",4.51,42%,4.28,46%,0.97,36%,45%,0.7,06-15-2023,05-11-2019,24.0,38.0,0.7083333333333334
Sterling Ford,15,7,0.0,"5'10""",155lbs.,--,,"Mar12,1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,08-12-2011,22.0,38.0,0.6818181818181818
Mike Bencic,1,2,0.0,"6'0""",215lbs.,--,Orthodox,--,0.0,0%,3.32,53%,0.0,0%,0%,0.0,06-15-2023,02-15-2004,3.0,,0.3333333333333333
Anshul Jubli,7,0,0.0,"6'0""",155lbs.,"69""",Switch,"Jan13,1995",5.69,42%,4.8,53%,1.26,33%,60%,0.6,06-15-2023,02-04-2023,7.0,29.0,1.0
Ryan Keenan,6,2,0.0,"5'10""",170lbs.,--,,"Jun15,1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-30-2010,8.0,39.0,0.75
Francisco Bueno,5,2,0.0,"5'9""",225lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-21-1999,7.0,,0.7142857142857143
Vitor Ribeiro,20,5,0.0,"5'8""",154lbs.,--,Orthodox,"Feb24,1979",1.0,28%,1.95,48%,1.58,26%,100%,1.2,06-15-2023,11-19-2010,25.0,45.0,0.8
Jesse Butler,12,5,0.0,"5'10""",155lbs.,"73""",Orthodox,"May24,1992",2.61,14%,7.83,40%,0.0,0%,0%,0.0,06-15-2023,06-03-2023,17.0,32.0,0.7058823529411765
Makoto Takimoto,6,5,0.0,"5'7""",205lbs.,--,Southpaw,"Dec08,1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1,06-15-2023,12-31-2007,11.0,44.0,0.5454545454545454
Anthony Adams,8,2,0.0,"6'1""",185lbs.,"76""",Orthodox,"Jan13,1988",3.17,41%,5.93,44%,0.0,0%,0%,0.0,06-15-2023,08-11-2020,10.0,36.0,0.8
John Clarke,1,1,0.0,--,170lbs.,--,,"Aug15,1977",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-30-2010,2.0,47.0,0.5
Lucio Linhares,19,8,0.0,"6'2""",185lbs.,--,Orthodox,"Dec08,1973",0.99,22%,3.47,34%,1.86,50%,50%,1.9,06-15-2023,03-31-2010,27.0,50.0,0.7037037037037037
Kyung Ho Kang,18,9,0.0,"5'9""",135lbs.,"73""",Orthodox,"Sep09,1987",2.99,48%,2.87,58%,2.0,55%,70%,0.8,06-15-2023,,27.0,37.0,0.6666666666666666
Justin Guthrie,18,9,0.0,"6'1""",170lbs.,--,,"Jan19,1981",0.16,33%,3.74,14%,2.44,25%,0%,4.9,06-15-2023,,27.0,43.0,0.6666666666666666
Julija Stoliarenko,10,8,2.0,"5'7""",125lbs.,"66""",,"Apr08,1993",2.75,41%,4.61,44%,0.7,25%,62%,1.2,06-15-2023,,20.0,31.0,0.5
Yuya Shirai,26,14,2.0,"5'8""",168lbs.,--,Orthodox,"Apr02,1980",1.02,100%,4.07,55%,0.0,0%,0%,0.0,06-15-2023,04-05-2009,42.0,44.0,0.6190476190476191
Dylan Salvador,5,1,0.0,--,155lbs.,--,,"May20,1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,6.0,31.0,0.8333333333333334
Alavutdin Gadjiev,18,13,1.0,"6'2""",185lbs.,--,Orthodox,"Jun23,1982",0.99,27%,0.99,57%,0.0,0%,50%,0.0,06-15-2023,06-15-2008,32.0,42.0,0.5625
Jeremia Siregar,6,3,0.0,"5'2""",125lbs.,"63""",Orthodox,"Jul27,1991",2.8,42%,7.37,29%,0.0,0%,75%,0.0,06-15-2023,06-10-2022,9.0,33.0,0.6666666666666666
